exp_name,mode,ring_type,fold,task,input_type,dataset_task,method_name,epochs,lr,criterion,batch_size,sample_len,mae_with_std,rmse_with_std,mape_with_std,pearson_with_std
inception-time-ring1-oura_hr-all-ir,test,ring1,Fold-2,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",inception_time,200,0.001,mse,128,22,7.13±2.95,15.28±12.68,8.47±3.59,0.65±0.17
transformer-ring2-hr-all-ir,5fold,ring2,Fold-4,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,34,32.67±1.14,33.33±9.55,31.24±0.67,0.07±0.18
transformer-ring2-hr-all-ir,5fold,ring2,Fold-1,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,115,6.52±0.40,7.80±2.60,7.60±0.43,-0.31±0.09
transformer-ring2-hr-all-ir,5fold,ring2,Fold-2,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,81,11.32±1.11,15.06±6.84,12.49±0.99,-0.10±0.11
transformer-ring2-hr-all-ir,5fold,ring2,Fold-3,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,104,8.80±0.64,10.94±4.45,12.66±1.30,0.19±0.10
transformer-ring2-hr-all-ir,5fold,ring2,Fold-4,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,34,32.67±1.14,33.33±9.55,31.24±0.67,0.07±0.18
transformer-ring2-hr-all-ir,5fold,ring2,Fold-5,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,95,13.23±0.60,14.44±3.82,19.70±1.01,-0.23±0.10
transformer-ring2-hr-all-ir,5fold,ring2,all-folds,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,429,11.54±0.46,14.91±4.27,14.30±0.55,-0.61±0.04
transformer-ring2-hr-all-ir,test,ring2,Fold-1,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,115,6.52±0.40,7.80±2.60,7.60±0.43,-0.31±0.09
transformer-ring2-hr-all-ir,test,ring2,Fold-2,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,81,11.32±1.11,15.06±6.84,12.49±0.99,-0.10±0.11
transformer-ring2-hr-all-ir,test,ring2,Fold-3,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,104,8.80±0.64,10.94±4.45,12.66±1.30,0.19±0.10
transformer-ring2-hr-all-ir,test,ring2,Fold-4,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,34,32.67±1.14,33.33±9.55,31.24±0.67,0.07±0.18
transformer-ring2-hr-all-ir,test,ring2,Fold-5,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,95,13.23±0.60,14.44±3.82,19.70±1.01,-0.23±0.10
transformer-ring2-hr-all-ir,test,ring2,all-folds,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,429,11.54±0.46,14.91±4.27,14.30±0.55,-0.61±0.04
inception-time-ring2-oura_hr-motion-ir,test,ring2,Fold-1,oura_hr,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,2,9.10±2.62,9.47±6.91,10.73±2.74,1.00±inf
inception-time-ring2-oura_hr-motion-ir,test,ring2,Fold-2,oura_hr,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,2,17.48±13.82,22.28±21.98,16.31±11.39,1.00±inf
inception-time-ring2-oura_hr-motion-ir,test,ring2,Fold-1,oura_hr_com,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,2,48.50±1.50,48.52±12.06,57.75±0.28,1.00±inf
inception-time-ring2-oura_hr-motion-ir,test,ring2,Fold-2,oura_hr_com,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,2,48.83±7.83,49.46±27.66,56.26±19.97,1.00±inf
resnet-ring1-oura_hr-all-ir,test,ring1,Fold-1,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,20,22.58±2.13,24.40±9.43,26.40±2.22,-0.42±0.21
resnet-ring1-oura_hr-all-ir,test,ring1,Fold-2,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,22,5.54±1.44,8.60±7.12,6.35±1.30,0.65±0.17
resnet-ring1-oura_hr-all-ir,test,ring1,Fold-1,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,20,10.93±3.15,17.55±12.59,13.29±3.79,0.45±0.21
resnet-ring1-oura_hr-all-ir,test,ring1,Fold-2,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,22,7.13±2.95,15.28±12.68,8.47±3.59,0.65±0.17
resnet-ring1-hr-motion-ir,test,ring1,Fold-1,hr,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,22,32.02±2.66,34.27±12.65,37.30±2.75,-0.67±0.17
resnet-ring1-hr-motion-ir,test,ring1,Fold-2,hr,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,10,24.12±4.31,27.37±14.22,24.42±3.93,-0.46±0.31
resnet-ring1-hr-motion-ir,test,ring1,Fold-3,hr,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,10,30.08±5.01,33.62±16.06,58.43±12.12,0.66±0.27
resnet-ring1-hr-motion-ir,test,ring1,Fold-4,hr,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,7,29.28±4.09,30.94±15.61,25.67±2.73,0.19±0.44
resnet-ring1-hr-motion-ir,test,ring1,Fold-5,hr,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,8,57.62±1.69,57.80±13.85,67.64±0.69,0.17±0.40
resnet-ring1-hr-motion-ir,test,ring1,all-folds,hr,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,57,33.55±2.09,37.01±11.88,41.58±3.16,-0.06±0.13
resnet-ring2-oura_hr-motion-ir,test,ring2,Fold-1,oura_hr,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,2,17.75±8.55,19.71±17.42,20.80±9.44,-1.00±inf
resnet-ring2-oura_hr-motion-ir,test,ring2,Fold-2,oura_hr,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,2,20.42±20.02,28.60±28.59,18.16±17.63,-1.00±inf
resnet-ring2-oura_hr-motion-ir,test,ring2,Fold-1,oura_hr_com,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,2,48.50±1.50,48.52±12.06,57.75±0.28,1.00±inf
resnet-ring2-oura_hr-motion-ir,test,ring2,Fold-2,oura_hr_com,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,2,48.83±7.83,49.46±27.66,56.26±19.97,1.00±inf
inception-time-ring2-samsung_hr-stationary-ir,test,ring2,Fold-1,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,7,12.55±1.24,12.91±5.60,14.40±1.24,0.64±0.34
inception-time-ring2-samsung_hr-stationary-ir,test,ring2,Fold-2,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,9,10.19±2.34,12.15±6.68,12.83±3.08,0.08±0.38
inception-time-ring2-samsung_hr-stationary-ir,test,ring2,Fold-1,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,7,2.26±0.62,2.73±2.04,2.68±0.79,0.83±0.25
inception-time-ring2-samsung_hr-stationary-ir,test,ring2,Fold-2,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,9,4.11±1.17,5.28±3.47,5.63±1.78,0.96±0.11
fft-stationary,test,ring2,,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",fft,200,0.001,mse,128,387,10.15±0.92,20.70±7.49,11.92±1.02,0.10±0.05
fft-stationary,test,ring1,,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",fft,200,0.001,mse,128,475,4.22±0.50,11.58±5.07,5.03±0.55,0.64±0.04
fft-stationary,test,ring2,,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",fft,200,0.001,mse,128,19,14.14±6.06,29.36±20.24,14.54±6.07,-0.23±0.24
fft-stationary,test,ring1,,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",fft,200,0.001,mse,128,28,2.50±1.34,7.40±7.23,2.92±1.56,0.86±0.10
fft-stationary,test,ring2,,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",fft,200,0.001,mse,128,33,6.43±2.42,15.11±10.55,7.78±2.90,0.46±0.16
fft-stationary,test,ring1,,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",fft,200,0.001,mse,128,51,6.04±1.66,13.21±7.68,7.43±2.04,0.81±0.08
fft-stationary,test,ring2,,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",fft,200,0.001,mse,128,19,3.50±0.66,4.48±2.56,4.37±0.95,0.95±0.08
fft-stationary,test,ring1,,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",fft,200,0.001,mse,128,28,3.08±0.48,3.97±2.15,3.66±0.68,0.97±0.05
fft-stationary,test,ring2,,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",fft,200,0.001,mse,128,211,4.87±0.20,5.69±1.62,26.11±0.94,0.30±0.07
fft-stationary,test,ring1,,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",fft,200,0.001,mse,128,444,4.92±0.15,5.84±1.49,27.24±0.66,0.33±0.04
fft-stationary,test,ring2,,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",fft,200,0.001,mse,128,33,4.44±0.77,6.24±3.53,5.39±0.93,0.70±0.13
fft-stationary,test,ring1,,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",fft,200,0.001,mse,128,51,4.45±0.62,6.23±3.07,5.00±0.68,0.89±0.06
resnet-ring1-samsung_hr-all-ir,test,ring1,Fold-1,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,13,26.24±2.07,27.20±9.62,30.76±2.12,-0.19±0.30
resnet-ring1-samsung_hr-all-ir,test,ring1,Fold-2,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,11,6.73±2.82,11.18±10.05,7.40±2.54,0.63±0.26
resnet-ring1-samsung_hr-all-ir,test,ring1,Fold-1,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,13,8.89±5.15,19.94±18.51,11.93±7.47,-0.63±0.23
resnet-ring1-samsung_hr-all-ir,test,ring1,Fold-2,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",resnet,200,0.001,mse,128,11,13.43±6.65,24.94±21.44,16.47±8.43,0.57±0.27
inception-time-ring1-oura_hr-motion-ir,test,ring1,Fold-1,oura_hr,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,3,9.19±3.11,10.19±7.97,12.30±5.03,-0.75±0.66
inception-time-ring1-oura_hr-motion-ir,test,ring1,Fold-2,oura_hr,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,2,21.03±18.38,27.93±27.80,19.22±15.65,1.00±inf
inception-time-ring1-oura_hr-motion-ir,test,ring1,Fold-1,oura_hr_com,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,3,38.39±10.15,40.98±26.08,47.38±10.37,0.98±0.22
inception-time-ring1-oura_hr-motion-ir,test,ring1,Fold-2,oura_hr_com,['ir-filtered'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,2,48.83±7.83,49.46±27.66,56.26±19.97,1.00±inf
resnet-ring1-samsung_hr-motion-ir,test,ring1,Fold-1,samsung_hr,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,3,22.55±7.55,24.95±17.18,27.52±8.13,-0.91±0.41
resnet-ring1-samsung_hr-motion-ir,test,ring1,Fold-2,samsung_hr,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,2,20.59±13.05,24.38±23.18,19.96±9.81,-1.00±inf
resnet-ring1-samsung_hr-motion-ir,test,ring1,Fold-1,samsung_hr_com,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,3,31.61±18.72,41.24±37.35,43.50±28.22,-0.99±0.11
resnet-ring1-samsung_hr-motion-ir,test,ring1,Fold-2,samsung_hr_com,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,2,55.33±15.33,57.42±41.19,65.23±29.83,1.00±inf
transformer-ring2-samsung_hr-stationary-ir,test,ring2,Fold-1,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,7,10.05±1.50,10.70±5.34,11.43±1.55,0.69±0.32
transformer-ring2-samsung_hr-stationary-ir,test,ring2,Fold-2,samsung_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,9,11.15±2.96,13.95±9.60,12.73±2.74,-0.31±0.36
transformer-ring2-samsung_hr-stationary-ir,test,ring2,Fold-1,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,7,2.26±0.62,2.73±2.04,2.68±0.79,0.83±0.25
transformer-ring2-samsung_hr-stationary-ir,test,ring2,Fold-2,samsung_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",transformer,200,0.001,mse,128,9,4.11±1.17,5.28±3.47,5.63±1.78,0.96±0.11
resnet-ring2-hr-motion-ir,test,ring2,Fold-1,hr,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,8,13.73±2.08,14.79±8.47,16.36±2.30,-0.25±0.40
resnet-ring2-hr-motion-ir,test,ring2,Fold-2,hr,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,10,25.35±6.06,31.19±17.49,23.73±4.91,0.07±0.35
resnet-ring2-hr-motion-ir,test,ring2,Fold-3,hr,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,10,20.85±3.30,23.08±12.10,40.03±8.89,0.17±0.35
resnet-ring2-hr-motion-ir,test,ring2,Fold-4,hr,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,6,36.73±5.19,38.52±19.59,31.92±3.51,0.01±0.50
resnet-ring2-hr-motion-ir,test,ring2,Fold-5,hr,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,8,37.65±1.50,37.86±10.72,44.17±1.04,0.49±0.36
resnet-ring2-hr-motion-ir,test,ring2,all-folds,hr,['ir-filtered'],"['deepsquat', 'striding']",resnet,200,0.001,mse,128,42,26.04±2.25,29.75±11.00,31.27±2.90,-0.01±0.16
resnet-ring1-rr-stationary-ir,test,ring1,Fold-1,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,168,2.81±0.19,3.75±1.41,19.56±1.99,0.15±0.08
resnet-ring1-rr-stationary-ir,test,ring1,Fold-2,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,72,4.31±0.30,4.99±1.74,22.75±2.38,0.13±0.12
resnet-ring1-rr-stationary-ir,test,ring1,Fold-3,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,94,1.92±0.19,2.63±1.26,11.78±1.02,0.17±0.10
resnet-ring1-rr-stationary-ir,test,ring1,Fold-4,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,54,3.22±0.24,3.65±1.30,16.94±1.09,0.03±0.14
resnet-ring1-rr-stationary-ir,test,ring1,Fold-5,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,87,4.56±0.29,5.27±1.88,33.52±2.69,0.43±0.10
resnet-ring1-rr-stationary-ir,test,ring1,all-folds,resp_rr,['ir-filtered-rr'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,475,3.23±0.12,4.09±1.08,20.76±1.01,-0.03±0.05
transformer-ring1-hr-all-ir,5fold,ring1,Fold-1,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,190,5.45±0.30,6.82±2.26,6.62±0.38,-0.25±0.07
transformer-ring1-hr-all-ir,5fold,ring1,Fold-2,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,82,9.30±0.91,12.40±5.83,10.61±0.89,0.32±0.11
transformer-ring1-hr-all-ir,5fold,ring1,Fold-3,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,104,7.61±0.70,10.43±4.84,11.26±1.45,0.36±0.09
transformer-ring1-hr-all-ir,5fold,ring1,Fold-4,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,61,33.47±0.81,34.06±7.96,31.90±0.49,0.19±0.13
transformer-ring1-hr-all-ir,5fold,ring1,Fold-5,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,95,13.76±0.61,14.99±3.95,20.51±1.04,0.18±0.10
transformer-ring1-hr-all-ir,5fold,ring1,all-folds,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,532,11.16±0.46,15.32±4.25,13.52±0.53,-0.37±0.04
transformer-ring1-hr-all-ir,5fold,ring1,Fold-1,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,190,5.45±0.30,6.82±2.26,6.62±0.38,-0.25±0.07
transformer-ring1-hr-all-ir,5fold,ring1,Fold-2,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,82,9.30±0.91,12.40±5.83,10.61±0.89,0.32±0.11
transformer-ring1-hr-all-ir,5fold,ring1,Fold-3,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,104,7.61±0.70,10.43±4.84,11.26±1.45,0.36±0.09
transformer-ring1-hr-all-ir,5fold,ring1,Fold-4,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,61,33.47±0.81,34.06±7.96,31.90±0.49,0.19±0.13
transformer-ring1-hr-all-ir,5fold,ring1,Fold-5,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,95,13.76±0.61,14.99±3.95,20.51±1.04,0.18±0.10
transformer-ring1-hr-all-ir,5fold,ring1,all-folds,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,532,11.16±0.46,15.32±4.25,13.52±0.53,-0.37±0.04
transformer-ring1-hr-all-ir,test,ring1,Fold-1,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,190,5.45±0.30,6.82±2.26,6.62±0.38,-0.25±0.07
transformer-ring1-hr-all-ir,test,ring1,Fold-2,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,82,9.30±0.91,12.40±5.83,10.61±0.89,0.32±0.11
transformer-ring1-hr-all-ir,test,ring1,Fold-3,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,104,7.61±0.70,10.43±4.84,11.26±1.45,0.36±0.09
transformer-ring1-hr-all-ir,test,ring1,Fold-4,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,61,33.47±0.81,34.06±7.96,31.90±0.49,0.19±0.13
transformer-ring1-hr-all-ir,test,ring1,Fold-5,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,95,13.76±0.61,14.99±3.95,20.51±1.04,0.18±0.10
transformer-ring1-hr-all-ir,test,ring1,all-folds,hr,['ir-filtered'],"['sitting', 'spo2', 'deepsquat', 'talking', 'shaking_head', 'standing', 'striding']",transformer,200,0.001,mse,128,532,11.16±0.46,15.32±4.25,13.52±0.53,-0.37±0.04
resnet-ring2-hr-stationary-ir,test,ring2,Fold-1,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,107,16.99±0.96,19.64±5.94,20.12±1.09,-0.20±0.10
resnet-ring2-hr-stationary-ir,test,ring2,Fold-2,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,71,10.72±0.98,13.48±5.52,12.36±1.00,-0.36±0.11
resnet-ring2-hr-stationary-ir,test,ring2,Fold-3,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,94,7.68±0.58,9.47±3.47,9.88±0.70,-0.08±0.10
resnet-ring2-hr-stationary-ir,test,ring2,Fold-4,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,28,23.10±1.21,23.94±7.49,22.61±1.13,-0.25±0.19
resnet-ring2-hr-stationary-ir,test,ring2,Fold-5,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,87,22.56±0.76,23.63±6.47,31.94±0.70,0.04±0.11
resnet-ring2-hr-stationary-ir,test,ring2,all-folds,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,387,15.27±0.50,18.13±4.26,19.05±0.60,0.41±0.05
resnet-ring1-oura_hr-stationary-ir,test,ring1,Fold-1,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,17,22.58±2.25,24.31±9.77,26.21±2.33,-0.59±0.21
resnet-ring1-oura_hr-stationary-ir,test,ring1,Fold-2,oura_hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,20,4.03±0.55,4.69±2.41,4.99±0.70,0.88±0.11
resnet-ring1-oura_hr-stationary-ir,test,ring1,Fold-1,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,17,6.08±1.35,8.13±4.71,7.27±1.61,0.71±0.18
resnet-ring1-oura_hr-stationary-ir,test,ring1,Fold-2,oura_hr_com,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",resnet,200,0.001,mse,128,20,2.96±0.44,3.52±1.89,3.69±0.58,0.92±0.09
inception-time-ring2-hr-stationary-ir,test,ring2,Fold-1,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,107,9.18±0.45,10.28±3.10,10.87±0.49,0.24±0.09
inception-time-ring2-hr-stationary-ir,test,ring2,Fold-2,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,71,7.03±0.60,8.65±3.29,8.99±0.85,0.29±0.12
inception-time-ring2-hr-stationary-ir,test,ring2,Fold-3,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,94,8.84±0.52,10.18±3.03,11.79±0.74,0.01±0.10
inception-time-ring2-hr-stationary-ir,test,ring2,Fold-4,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,28,20.60±1.91,22.86±8.91,20.12±1.84,-0.26±0.19
inception-time-ring2-hr-stationary-ir,test,ring2,Fold-5,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,87,6.37±0.69,9.05±4.22,8.47±0.80,0.03±0.11
inception-time-ring2-hr-stationary-ir,test,ring2,all-folds,hr,['ir-filtered'],"['sitting', 'spo2', 'talking', 'shaking_head', 'standing']",inception_time,200,0.001,mse,128,387,8.90±0.34,11.15±3.13,10.88±0.38,0.41±0.05
inception-time-ring1-rr-motion-ir,test,ring1,Fold-1,resp_rr,['ir-filtered-rr'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,22,3.79±0.55,4.55±2.30,16.40±2.26,0.43±0.20
inception-time-ring1-rr-motion-ir,test,ring1,Fold-2,resp_rr,['ir-filtered-rr'],"['deepsquat', 'striding']",inception_time,200,0.001,mse,128,12,5.68±1.18,6.91±4.05,22.88±3.95,-0.88±0.15
